status,driver_id,dttm
free,9066792689dc40f7a9ebc0508fd8ade1,2018-02-19 19:33:10.620339
enroute,9066792689dc40f7a9ebc0508fd8ade1,2018-02-19 20:53:42.620339
ontrip,9066792689dc40f7a9ebc0508fd8ade1,2018-02-19 22:14:44.620339
free,9066792689dc40f7a9ebc0508fd8ade1,2018-02-19 23:12:11.620339
busy,9066792689dc40f7a9ebc0508fd8ade1,2018-02-19 23:51:22.620339
free,9066792689dc40f7a9ebc0508fd8ade1,2018-02-20 00:31:40.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-18 21:24:59.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-18 22:43:55.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-18 23:52:27.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-19 00:58:43.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 01:00:20.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-19 02:08:05.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 02:51:53.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-19 03:09:56.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 03:39:34.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-19 04:02:51.620339
ontrip,8735a37fa25b49d8933a9795367a9da0,2018-02-19 05:01:08.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 05:13:22.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-19 06:37:03.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 07:49:54.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-19 08:25:47.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 08:41:28.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-19 09:36:14.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 10:26:09.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-19 11:55:26.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 12:00:54.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-19 12:40:31.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 12:51:34.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-19 13:31:59.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 13:45:51.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-19 15:20:46.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 16:36:18.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-19 17:16:58.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 17:31:42.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-19 17:53:41.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 19:00:46.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-19 19:15:20.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 20:29:22.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-19 21:54:22.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-19 22:56:07.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-20 00:17:46.620339
ontrip,8735a37fa25b49d8933a9795367a9da0,2018-02-20 01:00:23.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-20 02:17:44.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-20 02:49:24.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-20 03:04:42.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-20 04:14:56.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-20 04:18:23.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-20 04:50:57.620339
ontrip,8735a37fa25b49d8933a9795367a9da0,2018-02-20 06:21:05.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-20 07:11:29.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-20 08:36:57.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-20 09:10:05.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-20 10:13:46.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-20 11:46:05.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-20 12:05:21.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-20 13:03:23.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-20 13:49:23.620339
ontrip,8735a37fa25b49d8933a9795367a9da0,2018-02-20 13:53:36.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-20 14:15:22.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-20 15:54:34.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-20 16:49:57.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-20 17:34:25.620339
ontrip,8735a37fa25b49d8933a9795367a9da0,2018-02-20 19:07:02.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-20 19:53:15.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-20 21:29:28.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-20 21:51:37.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-20 22:17:23.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-20 22:25:44.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-20 23:07:56.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-21 00:10:42.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-21 00:13:38.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-21 01:33:09.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-21 02:33:07.620339
ontrip,8735a37fa25b49d8933a9795367a9da0,2018-02-21 03:21:23.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-21 03:43:01.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-21 03:52:16.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-21 05:23:03.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-21 07:00:44.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-21 08:36:48.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-21 08:52:21.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-21 09:45:00.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-21 10:14:27.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-21 11:07:04.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-21 12:43:43.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-21 13:03:28.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-21 13:43:47.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-21 14:06:49.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-21 14:50:22.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-21 15:51:02.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-21 16:25:59.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-21 17:02:18.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-21 17:20:49.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-21 18:40:18.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-21 19:16:08.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-21 20:38:23.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-21 21:00:47.620339
ontrip,8735a37fa25b49d8933a9795367a9da0,2018-02-21 22:37:08.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-21 22:52:59.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-21 23:07:31.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-22 00:06:28.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-22 00:34:47.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-22 00:58:28.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-22 02:19:07.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-22 02:21:31.620339
busy,8735a37fa25b49d8933a9795367a9da0,2018-02-22 03:10:45.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-22 04:11:33.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-22 05:23:51.620339
ontrip,8735a37fa25b49d8933a9795367a9da0,2018-02-22 06:55:52.620339
free,8735a37fa25b49d8933a9795367a9da0,2018-02-22 07:13:00.620339
enroute,8735a37fa25b49d8933a9795367a9da0,2018-02-22 07:34:29.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-18 20:07:45.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-18 21:32:38.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-18 22:07:21.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-18 23:19:05.620339
ontrip,7453ea22cf7f452098000a84a856ba4a,2018-02-19 00:53:26.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-19 02:16:24.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-19 03:17:00.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-19 03:24:25.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-19 04:37:50.620339
ontrip,7453ea22cf7f452098000a84a856ba4a,2018-02-19 06:10:37.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-19 07:24:39.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-19 07:29:50.620339
ontrip,7453ea22cf7f452098000a84a856ba4a,2018-02-19 08:02:42.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-19 09:12:21.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-19 09:21:13.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-19 10:43:10.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-19 10:55:57.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-19 11:05:04.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-19 11:52:43.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-19 12:08:36.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-19 13:34:35.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-19 14:45:27.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-19 15:24:07.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-19 16:52:57.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-19 17:26:32.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-19 18:49:03.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-19 19:00:06.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-19 19:54:17.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-19 20:40:35.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-19 21:10:58.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-19 22:37:12.620339
ontrip,7453ea22cf7f452098000a84a856ba4a,2018-02-19 23:20:17.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-19 23:59:40.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-20 01:02:30.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-20 01:58:18.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-20 03:32:38.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-20 04:41:43.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-20 05:24:29.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-20 06:05:15.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-20 07:02:15.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-20 07:44:16.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-20 08:24:37.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-20 09:23:28.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-20 10:58:30.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-20 11:50:59.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-20 12:23:47.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-20 12:57:56.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-20 14:09:18.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-20 15:09:19.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-20 16:25:03.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-20 16:52:37.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-20 17:23:24.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-20 18:49:25.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-20 19:13:03.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-20 19:47:00.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-20 20:34:13.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-20 21:30:51.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-20 22:28:19.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-20 22:44:27.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-20 23:38:51.620339
ontrip,7453ea22cf7f452098000a84a856ba4a,2018-02-20 23:59:11.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-21 00:50:44.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-21 01:10:36.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-21 01:59:34.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-21 02:39:42.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-21 03:33:49.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-21 05:09:44.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-21 06:18:52.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-21 07:36:17.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-21 08:14:47.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-21 09:35:19.620339
ontrip,7453ea22cf7f452098000a84a856ba4a,2018-02-21 09:49:39.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-21 10:11:12.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-21 11:36:02.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-21 12:29:16.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-21 13:16:02.620339
ontrip,7453ea22cf7f452098000a84a856ba4a,2018-02-21 13:34:57.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-21 14:28:25.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-21 14:59:01.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-21 16:09:53.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-21 17:00:04.620339
ontrip,7453ea22cf7f452098000a84a856ba4a,2018-02-21 17:10:10.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-21 18:17:43.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-21 19:46:00.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-21 20:32:11.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-21 20:51:11.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-21 21:45:58.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-21 23:06:02.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-21 23:17:19.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-22 00:24:14.620339
ontrip,7453ea22cf7f452098000a84a856ba4a,2018-02-22 01:05:19.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-22 01:33:19.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-22 02:42:33.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-22 03:25:46.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-22 03:53:21.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-22 04:54:49.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-22 05:02:49.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-22 06:32:21.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-22 07:32:36.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-22 08:55:33.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-22 09:12:06.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-22 09:52:40.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-22 10:56:40.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-22 11:12:50.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-22 11:45:57.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-22 11:59:18.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-22 12:33:20.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-22 13:42:26.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-22 15:12:52.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-22 15:19:59.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-22 15:37:37.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-22 16:27:01.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-22 16:41:08.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-22 17:53:31.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-22 19:05:20.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-22 19:22:05.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-22 20:48:18.620339
ontrip,7453ea22cf7f452098000a84a856ba4a,2018-02-22 22:24:33.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-22 22:54:40.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-23 00:29:37.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-23 00:30:09.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-23 01:28:25.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-23 02:59:15.620339
busy,7453ea22cf7f452098000a84a856ba4a,2018-02-23 03:32:29.620339
free,7453ea22cf7f452098000a84a856ba4a,2018-02-23 04:31:57.620339
enroute,7453ea22cf7f452098000a84a856ba4a,2018-02-23 05:57:19.620339
ontrip,7453ea22cf7f452098000a84a856ba4a,2018-02-23 06:57:38.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-18 19:56:21.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-18 20:44:03.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-18 20:46:53.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-18 21:45:59.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-18 22:28:01.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-18 23:07:38.620339
ontrip,041ddc65a16649129eb6dbee9b54d6e8,2018-02-18 23:37:30.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 00:27:15.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 00:35:38.620339
ontrip,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 01:44:24.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 03:21:49.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 04:51:23.620339
ontrip,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 05:27:18.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 05:45:12.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 06:35:05.620339
ontrip,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 06:56:44.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 08:35:45.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 09:12:12.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 09:42:02.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 11:20:57.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 12:07:57.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 12:25:23.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 13:37:36.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 14:36:47.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 15:08:43.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 16:34:46.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 16:37:30.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 17:05:02.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 17:33:10.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 17:42:43.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 18:13:36.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 18:15:55.620339
ontrip,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 19:16:31.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 20:40:13.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 21:42:31.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 23:15:50.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 23:36:24.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-19 23:57:01.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 00:46:27.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 01:13:17.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 02:51:02.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 04:17:43.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 04:34:34.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 05:41:04.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 07:00:32.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 07:55:37.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 07:56:29.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 08:19:51.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 09:20:20.620339
ontrip,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 10:43:44.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 11:48:19.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 11:52:54.620339
ontrip,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 13:04:33.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 14:11:35.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 15:23:07.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 16:39:02.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 16:41:46.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 17:08:22.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 18:25:27.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 19:09:42.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 20:32:44.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 20:48:29.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 21:09:08.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 22:44:05.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 23:18:05.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-20 23:35:57.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 01:04:37.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 01:36:26.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 02:08:24.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 02:47:52.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 03:08:53.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 03:40:54.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 04:56:07.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 06:12:35.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 06:17:12.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 07:44:28.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 09:07:04.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 10:30:23.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 10:50:41.620339
ontrip,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 12:03:28.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 12:11:01.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 12:46:43.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 13:10:38.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 13:53:20.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 14:11:19.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 15:08:27.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 16:46:58.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 17:33:56.620339
ontrip,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 18:38:18.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 19:24:42.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 20:43:15.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 20:53:20.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 21:18:35.620339
ontrip,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 21:22:08.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 22:09:32.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 22:54:11.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 23:30:58.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-21 23:42:35.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-22 00:59:40.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-22 02:14:45.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-22 02:40:31.620339
enroute,041ddc65a16649129eb6dbee9b54d6e8,2018-02-22 02:43:28.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-22 03:05:19.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-22 04:18:00.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-22 05:48:34.620339
busy,041ddc65a16649129eb6dbee9b54d6e8,2018-02-22 07:16:55.620339
free,041ddc65a16649129eb6dbee9b54d6e8,2018-02-22 08:00:13.620339
