id,cycle,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,s1,s2
22,142,518.67,1.3,47.69,520.95,2388.18,8125.63,8.4743,0.03,395,2388,100,643.13,38.62,23.1376,1594.28,1421.74,14.62,21.61,552.19,2388.17,9048.36,-0.0009,0.0001
22,143,518.67,1.3,47.7,520.55,2388.23,8129.11,8.499,0.03,396,2388,100,642.73,38.81,23.2254,1592.92,1416.52,14.62,21.61,552.19,2388.19,9046.76,-0.0018,0.0003
22,144,518.67,1.3,47.76,520.66,2388.2,8129.17,8.4267,0.03,394,2388,100,643.17,38.57,23.1743,1593.28,1411.34,14.62,21.61,552.32,2388.21,9052.21,-0.0007,0.0004
22,145,518.67,1.3,47.7,520.39,2388.17,8126.35,8.4529,0.03,393,2388,100,642.85,38.75,23.1358,1595.14,1414.26,14.62,21.61,552.76,2388.17,9049.79,0.002,-0.0001
22,146,518.67,1.3,47.79,520.41,2388.2,8124.09,8.5015,0.03,396,2388,100,642.85,38.6,23.2184,1598.07,1416.43,14.62,21.61,553.08,2388.2,9051.97,0.0003,-0.0004
22,147,518.67,1.3,48.03,520.97,2388.25,8127.69,8.5014,0.03,396,2388,100,643.36,38.78,23.2155,1592.43,1412.61,14.62,21.61,553.35,2388.21,9044.91,0.0024,0.0002
22,148,518.67,1.3,47.87,520.62,2388.2,8128.39,8.5105,0.03,396,2388,100,642.83,38.56,23.1653,1597.21,1414.99,14.62,21.61,552.48,2388.24,9042.44,0.0027,-0.0004
22,149,518.67,1.3,47.96,520.97,2388.2,8123.81,8.4577,0.03,395,2388,100,643.25,38.7,23.1192,1599.02,1422.33,14.62,21.61,552.34,2388.17,9040.59,-0.0041,0.0
22,150,518.67,1.3,47.95,520.78,2388.21,8126.6,8.4456,0.03,393,2388,100,642.63,38.63,23.2025,1598.62,1418.16,14.62,21.61,552.78,2388.19,9047.43,0.0028,-0.0001
22,151,518.67,1.3,47.87,520.52,2388.19,8130.11,8.4908,0.03,394,2388,100,642.91,38.65,23.2345,1595.08,1424.68,14.62,21.61,551.97,2388.19,9050.23,0.0019,-0.0001
22,152,518.67,1.3,47.76,520.24,2388.19,8128.95,8.4851,0.03,395,2388,100,643.25,38.7,23.2841,1594.56,1418.85,14.62,21.61,552.04,2388.14,9046.02,0.0056,-0.0004
22,153,518.67,1.3,47.8,520.63,2388.23,8128.63,8.5056,0.03,394,2388,100,642.84,38.55,23.1451,1594.35,1417.75,14.62,21.61,552.54,2388.16,9048.61,0.0012,-0.0002
22,154,518.67,1.3,47.98,520.51,2388.21,8127.62,8.465,0.03,392,2388,100,643.67,38.57,23.282,1592.12,1417.07,14.62,21.61,552.8,2388.21,9049.45,0.0012,0.0
22,155,518.67,1.3,47.65,520.32,2388.2,8122.34,8.4537,0.03,396,2388,100,643.17,38.55,23.2686,1601.99,1418.57,14.62,21.61,553.02,2388.21,9051.84,-0.0025,-0.0005
22,156,518.67,1.3,47.85,520.64,2388.22,8128.25,8.4463,0.03,396,2388,100,642.95,38.47,23.2246,1600.49,1424.8,14.62,21.61,551.98,2388.21,9049.95,0.0004,-0.0001
22,157,518.67,1.3,47.72,520.1,2388.21,8123.19,8.4926,0.03,393,2388,100,643.06,38.75,23.1338,1593.06,1416.7,14.62,21.61,552.52,2388.14,9053.53,0.0026,0.0004
22,158,518.67,1.3,48.08,520.21,2388.2,8129.73,8.4849,0.03,393,2388,100,643.22,38.74,23.3006,1593.07,1415.83,14.62,21.61,551.98,2388.22,9047.53,-0.0002,0.0005
22,159,518.67,1.3,47.75,520.28,2388.24,8128.08,8.5118,0.03,394,2388,100,643.51,38.64,23.0644,1592.1,1424.2,14.62,21.61,552.05,2388.24,9053.86,0.002,0.0004
22,160,518.67,1.3,47.88,520.02,2388.2,8128.14,8.4932,0.03,395,2388,100,643.3,38.8,23.257,1597.65,1417.44,14.62,21.61,551.5,2388.16,9045.18,0.0004,0.0
22,161,518.67,1.3,47.87,520.59,2388.24,8128.56,8.5275,0.03,395,2388,100,643.27,38.7,23.2643,1596.12,1417.81,14.62,21.61,552.27,2388.26,9055.23,-0.0022,0.0005
22,162,518.67,1.3,47.92,519.95,2388.19,8126.83,8.4677,0.03,393,2388,100,643.07,38.76,23.2049,1596.24,1426.04,14.62,21.61,551.98,2388.22,9048.17,-0.001,0.0
22,163,518.67,1.3,47.9,520.82,2388.22,8124.96,8.486,0.03,393,2388,100,642.79,38.52,23.1633,1597.51,1425.3,14.62,21.61,552.62,2388.19,9046.95,0.0008,0.0003
22,164,518.67,1.3,47.73,520.93,2388.23,8120.61,8.5169,0.03,393,2388,100,643.16,38.64,23.2416,1599.94,1420.97,14.62,21.61,551.97,2388.19,9047.22,0.0012,-0.0004
22,165,518.67,1.3,47.87,520.75,2388.2,8121.85,8.486,0.03,394,2388,100,643.34,38.68,23.2142,1600.77,1419.23,14.62,21.61,552.34,2388.2,9047.68,-0.0006,-0.0003
22,166,518.67,1.3,47.85,520.0,2388.21,8126.81,8.4812,0.03,394,2388,100,643.21,38.44,23.224,1602.22,1418.91,14.62,21.61,552.12,2388.16,9048.66,0.0008,0.0003
22,167,518.67,1.3,47.85,520.43,2388.23,8126.02,8.4681,0.03,395,2388,100,643.55,38.81,23.1406,1594.02,1423.88,14.62,21.61,552.35,2388.23,9049.08,-0.0013,-0.0004
22,168,518.67,1.3,47.85,520.45,2388.25,8130.57,8.4895,0.03,394,2388,100,643.65,38.56,23.1964,1595.02,1414.97,14.62,21.61,551.91,2388.27,9047.95,-0.0015,0.0001
22,169,518.67,1.3,47.91,520.66,2388.26,8128.72,8.4373,0.03,394,2388,100,643.52,38.44,23.2023,1591.39,1423.7,14.62,21.61,551.96,2388.21,9046.77,0.0015,-0.0004
22,170,518.67,1.3,47.85,520.04,2388.18,8129.55,8.4723,0.03,395,2388,100,643.22,38.51,23.1145,1598.86,1411.31,14.62,21.61,551.72,2388.23,9054.18,0.0035,-0.0003
22,171,518.67,1.3,47.97,519.85,2388.21,8122.2,8.5299,0.03,395,2388,100,643.76,38.53,23.1127,1594.54,1417.32,14.62,21.61,551.83,2388.24,9051.03,-0.0012,-0.0004
22,172,518.67,1.3,47.79,520.36,2388.22,8123.89,8.5198,0.03,394,2388,100,643.12,38.46,23.2333,1602.64,1423.53,14.62,21.61,551.82,2388.23,9048.03,0.0049,-0.0003
22,173,518.67,1.3,48.07,520.46,2388.29,8129.51,8.4783,0.03,394,2388,100,643.11,38.56,23.092,1588.71,1422.33,14.62,21.61,551.76,2388.22,9048.53,-0.0032,0.0003
22,174,518.67,1.3,48.0,520.54,2388.21,8128.82,8.5059,0.03,395,2388,100,643.3,38.8,23.1571,1599.02,1424.88,14.62,21.61,551.61,2388.27,9052.29,0.0007,0.0002
22,175,518.67,1.3,48.01,520.63,2388.22,8130.33,8.4682,0.03,394,2388,100,643.33,38.56,23.1499,1598.07,1424.26,14.62,21.61,552.61,2388.23,9050.31,-0.0004,0.0
22,176,518.67,1.3,48.06,520.31,2388.24,8123.44,8.4997,0.03,395,2388,100,643.04,38.64,23.2798,1596.01,1415.27,14.62,21.61,552.05,2388.19,9047.16,0.0012,0.0004
22,177,518.67,1.3,47.83,519.99,2388.3,8125.42,8.5142,0.03,396,2388,100,643.13,38.44,23.0717,1592.35,1415.58,14.62,21.61,552.43,2388.22,9047.95,-0.0037,0.0
22,178,518.67,1.3,48.0,520.23,2388.23,8121.51,8.4929,0.03,398,2388,100,643.67,38.44,23.0944,1605.07,1428.6,14.62,21.61,551.29,2388.26,9047.1,-0.0014,0.0001
22,179,518.67,1.3,48.09,519.7,2388.22,8128.3,8.5191,0.03,396,2388,100,643.62,38.58,23.1954,1594.66,1421.18,14.62,21.61,551.04,2388.21,9048.69,-0.0004,0.0
22,180,518.67,1.3,47.99,520.11,2388.24,8129.43,8.5082,0.03,394,2388,100,643.26,38.71,23.1775,1597.48,1427.52,14.62,21.61,552.06,2388.29,9059.13,0.0005,-0.0005
22,181,518.67,1.3,47.82,520.0,2388.25,8126.85,8.5046,0.03,396,2388,100,643.29,38.58,23.1213,1595.57,1427.21,14.62,21.61,551.03,2388.24,9050.59,0.0013,0.0
22,182,518.67,1.3,48.07,520.08,2388.23,8132.35,8.4804,0.03,396,2388,100,643.4,38.71,23.1862,1595.98,1420.17,14.62,21.61,552.02,2388.25,9048.26,-0.0025,0.0
22,183,518.67,1.3,48.01,519.58,2388.2,8127.56,8.5236,0.03,394,2388,100,643.43,38.56,23.0764,1599.38,1423.81,14.62,21.61,551.26,2388.26,9056.09,-0.0036,0.0001
22,184,518.67,1.3,48.01,520.45,2388.25,8124.85,8.4987,0.03,395,2388,100,643.65,38.43,23.1716,1599.02,1426.71,14.62,21.61,552.56,2388.21,9049.53,0.0021,0.0001
22,185,518.67,1.3,47.92,520.25,2388.25,8128.24,8.5052,0.03,398,2388,100,643.38,38.57,23.1401,1588.88,1421.4,14.62,21.61,551.48,2388.26,9049.48,-0.0045,0.0003
22,186,518.67,1.3,48.14,520.07,2388.26,8126.24,8.5003,0.03,395,2388,100,643.17,38.4,23.2333,1596.58,1421.96,14.62,21.61,552.06,2388.24,9053.42,0.0006,0.0003
22,187,518.67,1.3,47.77,519.7,2388.29,8127.13,8.4963,0.03,396,2388,100,643.4,38.56,23.1245,1598.23,1433.13,14.62,21.61,551.29,2388.28,9055.21,-0.001,0.0
22,188,518.67,1.3,48.15,519.82,2388.25,8128.86,8.498,0.03,396,2388,100,643.67,38.53,23.0084,1603.14,1423.97,14.62,21.61,551.6,2388.24,9057.19,0.0006,0.0004
22,189,518.67,1.3,47.96,519.44,2388.27,8122.3,8.4829,0.03,396,2388,100,643.66,38.32,22.9798,1601.87,1424.76,14.62,21.61,551.28,2388.29,9049.72,0.0023,-0.0003
22,190,518.67,1.3,47.96,519.89,2388.22,8128.71,8.5121,0.03,395,2388,100,643.22,38.52,23.0389,1594.43,1426.53,14.62,21.61,551.86,2388.26,9053.33,0.0007,0.0001
22,191,518.67,1.3,48.35,519.35,2388.23,8128.78,8.5289,0.03,396,2388,100,643.59,38.45,23.0965,1600.14,1426.73,14.62,21.61,551.82,2388.22,9052.63,0.0036,0.0001
22,192,518.67,1.3,48.15,519.76,2388.29,8125.69,8.5363,0.03,395,2388,100,643.13,38.55,23.1417,1603.49,1423.35,14.62,21.61,551.75,2388.31,9052.18,-0.0023,0.0003
22,193,518.67,1.3,48.11,519.3,2388.26,8126.97,8.521,0.03,397,2388,100,643.7,38.62,23.0201,1602.78,1427.58,14.62,21.61,551.02,2388.22,9053.75,-0.0025,-0.0003
22,194,518.67,1.3,48.24,519.84,2388.25,8128.25,8.4807,0.03,396,2388,100,643.87,38.63,23.1066,1600.98,1422.67,14.62,21.61,552.07,2388.26,9056.58,-0.0043,0.0004
22,195,518.67,1.3,48.2,519.54,2388.28,8120.7,8.5599,0.03,396,2388,100,643.55,38.28,23.0552,1595.05,1433.89,14.62,21.61,551.28,2388.23,9054.33,-0.0049,-0.0004
22,196,518.67,1.3,48.33,519.97,2388.24,8129.66,8.4664,0.03,395,2388,100,643.21,38.56,23.0754,1598.81,1427.61,14.62,21.61,552.25,2388.3,9056.92,-0.0002,-0.0001
22,197,518.67,1.3,48.2,519.46,2388.23,8126.59,8.5264,0.03,396,2388,100,643.8,38.4,23.0069,1604.97,1421.58,14.62,21.61,551.72,2388.26,9063.17,-0.0019,0.0
22,198,518.67,1.3,48.09,519.63,2388.26,8129.62,8.5129,0.03,396,2388,100,643.26,38.47,23.103,1602.59,1426.26,14.62,21.61,551.29,2388.22,9053.18,-0.0024,0.0003
22,199,518.67,1.3,48.05,519.47,2388.28,8124.25,8.5,0.03,396,2388,100,643.82,38.51,23.0575,1604.09,1433.2,14.62,21.61,551.42,2388.29,9051.09,-0.0013,0.0002
22,200,518.67,1.3,48.16,519.29,2388.28,8121.52,8.5116,0.03,396,2388,100,643.44,38.5,23.1504,1594.32,1428.65,14.62,21.61,551.91,2388.27,9054.59,0.0019,0.0
22,201,518.67,1.3,48.18,519.61,2388.31,8122.62,8.5023,0.03,397,2388,100,643.7,38.33,23.0433,1598.8,1427.99,14.62,21.61,551.24,2388.26,9053.05,0.0035,0.0
22,202,518.67,1.3,48.16,519.31,2388.3,8130.05,8.5361,0.03,398,2388,100,643.64,38.43,22.9965,1609.56,1429.98,14.62,21.61,551.02,2388.3,9053.41,0.0017,-0.0001
23,1,518.67,1.3,47.54,521.78,2388.1,8131.29,8.4069,0.03,394,2388,100,641.98,38.79,23.2717,1591.38,1408.8,14.62,21.61,553.33,2388.12,9049.85,0.0027,0.0005
23,2,518.67,1.3,47.47,521.45,2388.06,8128.77,8.4202,0.03,395,2388,100,642.36,38.81,23.302,1592.51,1413.03,14.62,21.61,553.62,2388.1,9055.75,0.0002,0.0001
23,3,518.67,1.3,47.65,521.36,2388.13,8131.83,8.4205,0.03,392,2388,100,642.73,38.78,23.2883,1591.65,1406.75,14.62,21.61,554.08,2388.08,9046.92,-0.0019,0.0004
23,4,518.67,1.3,47.36,520.8,2388.04,8130.98,8.4426,0.03,392,2388,100,643.14,38.79,23.3341,1584.3,1404.01,14.62,21.61,553.79,2388.15,9054.05,0.001,0.0
23,5,518.67,1.3,47.47,522.02,2388.1,8133.79,8.4516,0.03,393,2388,100,643.22,38.86,23.2834,1590.03,1407.33,14.62,21.61,553.51,2388.06,9049.28,-0.0002,0.0003
23,6,518.67,1.3,47.48,521.54,2388.1,8132.34,8.4537,0.03,393,2388,100,642.63,38.73,23.2312,1589.38,1405.34,14.62,21.61,553.27,2388.12,9054.39,0.001,0.0005
23,7,518.67,1.3,47.42,521.08,2388.1,8134.93,8.4534,0.03,395,2388,100,642.35,38.99,23.4684,1587.89,1403.7,14.62,21.61,553.35,2388.1,9049.23,0.0042,-0.0001
23,8,518.67,1.3,47.54,521.88,2388.09,8129.57,8.4299,0.03,392,2388,100,642.42,38.78,23.3211,1590.48,1406.04,14.62,21.61,553.55,2388.08,9051.94,-0.0004,0.0003
23,9,518.67,1.3,47.55,521.44,2388.07,8133.94,8.4381,0.03,394,2388,100,642.07,38.91,23.2736,1583.6,1404.51,14.62,21.61,553.74,2388.15,9049.9,-0.0006,0.0003
23,10,518.67,1.3,47.41,521.8,2388.13,8130.52,8.4447,0.03,393,2388,100,642.82,38.97,23.3787,1590.18,1411.38,14.62,21.61,553.06,2388.16,9046.85,0.0,-0.0001
23,11,518.67,1.3,47.41,521.48,2388.07,8129.41,8.4402,0.03,395,2388,100,642.0,38.91,23.4845,1583.28,1408.31,14.62,21.61,553.53,2388.1,9059.41,0.0005,0.0001
23,12,518.67,1.3,47.52,521.99,2388.05,8132.51,8.4723,0.03,392,2388,100,643.02,39.12,23.2584,1590.11,1405.08,14.62,21.61,553.81,2388.05,9049.55,0.0018,-0.0004
23,13,518.67,1.3,47.53,521.39,2388.09,8135.44,8.4124,0.03,393,2388,100,642.05,38.92,23.3083,1586.29,1407.89,14.62,21.61,553.18,2388.06,9056.87,-0.0019,0.0002
23,14,518.67,1.3,47.44,522.03,2388.03,8131.76,8.4418,0.03,394,2388,100,642.28,38.79,23.2471,1589.44,1408.65,14.62,21.61,553.06,2388.08,9053.29,0.0026,0.0003
23,15,518.67,1.3,47.47,521.27,2388.07,8130.96,8.437000000000001,0.03,392,2388,100,642.3,38.73,23.2106,1587.72,1407.97,14.62,21.61,553.35,2388.08,9057.49,-0.0014,0.0002
23,16,518.67,1.3,47.32,522.04,2388.09,8133.34,8.4264,0.03,392,2388,100,643.15,38.87,23.3349,1592.31,1404.77,14.62,21.61,554.35,2388.09,9053.96,0.0032,0.0002
23,17,518.67,1.3,47.53,521.69,2388.11,8131.16,8.4293,0.03,394,2388,100,642.1,38.83,23.1573,1592.03,1404.46,14.62,21.61,553.08,2388.09,9049.63,-0.0015,-0.0003
23,18,518.67,1.3,47.47,521.47,2388.09,8129.87,8.4397,0.03,394,2388,100,642.93,38.8,23.2228,1585.15,1403.05,14.62,21.61,554.53,2388.11,9053.33,0.0007,-0.0001
23,19,518.67,1.3,47.53,520.97,2388.13,8132.09,8.441,0.03,393,2388,100,642.97,38.86,23.2699,1586.67,1411.0,14.62,21.61,553.24,2388.1,9057.03,0.0025,-0.0001
23,20,518.67,1.3,47.51,521.26,2388.09,8128.16,8.4513,0.03,394,2388,100,642.72,38.93,23.2933,1589.12,1413.54,14.62,21.61,554.26,2388.08,9047.01,0.0005,-0.0002
23,21,518.67,1.3,47.53,521.53,2388.07,8128.82,8.4451,0.03,393,2388,100,642.79,38.8,23.2619,1583.23,1407.15,14.62,21.61,553.58,2388.14,9056.63,0.0016,0.0005
23,22,518.67,1.3,47.68,521.3,2388.11,8129.32,8.4228,0.03,393,2388,100,642.74,38.81,23.3285,1586.23,1407.82,14.62,21.61,553.12,2388.03,9059.88,0.0008,0.0003
23,23,518.67,1.3,47.5,521.54,2388.12,8133.34,8.4293,0.03,393,2388,100,642.42,38.82,23.3447,1587.51,1405.41,14.62,21.61,553.24,2388.08,9050.0,0.0018,-0.0004
23,24,518.67,1.3,47.37,522.19,2388.07,8134.69,8.463,0.03,392,2388,100,642.94,38.88,23.4065,1585.49,1400.12,14.62,21.61,553.66,2388.1,9049.8,0.0026,0.0005
23,25,518.67,1.3,47.49,520.88,2388.12,8137.12,8.4591,0.03,394,2388,100,642.7,38.75,23.3392,1585.12,1410.4,14.62,21.61,554.34,2388.09,9055.37,0.0007,-0.0004
23,26,518.67,1.3,47.58,521.65,2388.1,8131.56,8.4414,0.03,394,2388,100,642.66,38.98,23.3122,1591.82,1402.9,14.62,21.61,554.41,2388.1,9049.32,-0.0029,0.0003
23,27,518.67,1.3,47.42,522.06,2388.1,8130.88,8.4118,0.03,391,2388,100,642.43,38.85,23.328000000000007,1581.84,1410.64,14.62,21.61,553.83,2388.06,9054.67,0.0002,0.0003
23,28,518.67,1.3,47.21,521.48,2388.14,8134.36,8.4486,0.03,391,2388,100,642.38,38.84,23.3566,1597.25,1403.37,14.62,21.61,553.48,2388.11,9056.24,0.0005,0.0001
23,29,518.67,1.3,47.53,521.53,2388.03,8129.46,8.3864,0.03,394,2388,100,642.88,38.81,23.3557,1595.0,1399.8,14.62,21.61,554.26,2388.07,9053.04,-0.0008,0.0003
23,30,518.67,1.3,47.54,521.85,2388.08,8137.91,8.4041,0.03,392,2388,100,642.46,38.76,23.2102,1592.92,1403.6,14.62,21.61,553.6,2388.08,9051.4,-0.0005,-0.0005
23,31,518.67,1.3,47.56,520.97,2388.05,8131.3,8.4153,0.03,393,2388,100,642.29,38.97,23.2566,1590.16,1402.64,14.62,21.61,553.64,2388.11,9051.22,-0.0013,-0.0004
23,32,518.67,1.3,47.49,521.71,2388.09,8128.96,8.4178,0.03,392,2388,100,642.04,38.71,23.2137,1586.81,1402.46,14.62,21.61,553.47,2388.08,9047.97,0.0031,0.0002
23,33,518.67,1.3,47.56,520.87,2388.12,8138.82,8.4223,0.03,394,2388,100,642.24,38.93,23.2999,1596.94,1406.52,14.62,21.61,553.83,2388.06,9046.42,0.0,0.0005
23,34,518.67,1.3,47.36,521.61,2388.13,8132.96,8.4356,0.03,392,2388,100,642.64,39.08,23.2762,1584.94,1402.55,14.62,21.61,553.86,2388.09,9048.46,0.0023,0.0001
23,35,518.67,1.3,47.33,521.51,2388.1,8127.17,8.4297,0.03,393,2388,100,643.1,38.87,23.2258,1587.04,1411.97,14.62,21.61,553.27,2388.05,9050.21,-0.0007,0.0002
23,36,518.67,1.3,47.48,521.12,2388.1,8127.22,8.404,0.03,393,2388,100,642.27,38.94,23.2578,1590.78,1413.47,14.62,21.61,553.27,2388.08,9054.84,-0.0003,-0.0004
23,37,518.67,1.3,47.62,521.36,2388.11,8127.05,8.4381,0.03,393,2388,100,642.83,39.02,23.2768,1590.79,1402.02,14.62,21.61,553.54,2388.07,9050.62,0.0007,-0.0001
23,38,518.67,1.3,47.46,521.76,2388.05,8128.5,8.4338,0.03,393,2388,100,642.63,38.61,23.3469,1597.49,1403.5,14.62,21.61,553.77,2388.12,9046.67,-0.0016,-0.0002
23,39,518.67,1.3,47.56,521.39,2388.08,8127.92,8.4676,0.03,394,2388,100,643.28,38.73,23.3928,1590.26,1411.93,14.62,21.61,553.87,2388.04,9051.53,0.0001,-0.0005
23,40,518.67,1.3,47.63,522.27,2388.12,8133.25,8.4067,0.03,393,2388,100,642.98,38.89,23.3177,1589.21,1406.82,14.62,21.61,553.14,2388.06,9055.63,-0.0023,-0.0004
23,41,518.67,1.3,47.68,521.2,2388.12,8135.58,8.4186,0.03,393,2388,100,642.45,38.99,23.3649,1591.9,1406.95,14.62,21.61,553.49,2388.13,9056.36,0.0011,0.0003
23,42,518.67,1.3,47.56,521.4,2388.09,8133.54,8.4366,0.03,392,2388,100,642.56,38.84,23.2699,1588.44,1400.01,14.62,21.61,553.97,2388.16,9053.81,0.0025,0.0004
23,43,518.67,1.3,47.48,521.08,2388.07,8129.57,8.4235,0.03,395,2388,100,642.51,38.89,23.2898,1593.46,1410.08,14.62,21.61,553.63,2388.16,9055.68,0.0019,0.0001
23,44,518.67,1.3,47.55,521.18,2388.07,8135.6,8.4434,0.03,391,2388,100,642.61,38.79,23.3289,1591.8,1418.17,14.62,21.61,553.77,2388.11,9048.96,0.0011,-0.0004
23,45,518.67,1.3,47.47,521.24,2388.08,8132.83,8.4148,0.03,392,2388,100,642.37,38.8,23.321,1588.61,1397.83,14.62,21.61,552.68,2388.06,9046.74,-0.0012,0.0001
23,46,518.67,1.3,47.38,521.6,2388.1,8128.78,8.4193,0.03,393,2388,100,642.51,38.87,23.2682,1586.87,1404.84,14.62,21.61,553.05,2388.08,9049.11,-0.0038,-0.0004
23,47,518.67,1.3,47.42,521.52,2388.13,8135.44,8.4083,0.03,393,2388,100,642.77,38.87,23.2218,1590.74,1412.13,14.62,21.61,553.59,2388.12,9053.36,0.0011,-0.0001
23,48,518.67,1.3,47.39,521.48,2388.09,8137.6,8.4677,0.03,394,2388,100,642.57,38.94,23.2759,1590.71,1404.66,14.62,21.61,553.9,2388.12,9054.43,-0.0007,-0.0002
23,49,518.67,1.3,47.63,522.05,2388.02,8129.68,8.4516,0.03,393,2388,100,642.56,38.84,23.4376,1589.04,1411.45,14.62,21.61,553.76,2388.05,9051.45,-0.0007,-0.0003
23,50,518.67,1.3,47.68,520.94,2388.08,8133.33,8.4219,0.03,393,2388,100,641.96,38.7,23.3114,1590.91,1403.97,14.62,21.61,553.84,2388.08,9049.62,-0.0034,0.0004
23,51,518.67,1.3,47.63,521.48,2388.07,8130.84,8.4475,0.03,392,2388,100,642.57,38.89,23.2696,1596.65,1410.61,14.62,21.61,553.3,2388.1,9053.61,-0.0005,0.0001
23,52,518.67,1.3,47.62,521.28,2388.13,8136.29,8.417,0.03,394,2388,100,642.44,38.78,23.2441,1584.97,1411.35,14.62,21.61,553.6,2388.09,9049.63,-0.0019,0.0004
23,53,518.67,1.3,47.39,521.37,2388.15,8129.58,8.4417,0.03,394,2388,100,642.3,38.7,23.3564,1599.87,1409.89,14.62,21.61,554.77,2388.13,9048.45,0.0007,-0.0004
23,54,518.67,1.3,47.47,521.98,2388.14,8133.64,8.4483,0.03,393,2388,100,642.7,38.69,23.2394,1594.12,1404.15,14.62,21.61,553.07,2388.08,9054.34,-0.0011,-0.0004
23,55,518.67,1.3,47.56,520.67,2388.16,8132.08,8.4555,0.03,395,2388,100,643.16,38.93,23.1852,1585.36,1407.32,14.62,21.61,553.08,2388.13,9051.46,-0.0008,0.0004
23,56,518.67,1.3,47.52,521.35,2388.13,8132.53,8.4384,0.03,394,2388,100,642.96,38.68,23.3435,1584.44,1413.58,14.62,21.61,553.94,2388.1,9054.64,-0.0014,0.0001
23,57,518.67,1.3,47.51,521.5,2388.18,8128.03,8.4513,0.03,392,2388,100,642.81,38.97,23.2787,1589.05,1408.23,14.62,21.61,553.9,2388.11,9044.7,0.0016,-0.0005
23,58,518.67,1.3,47.55,521.42,2388.12,8131.85,8.3986,0.03,392,2388,100,642.04,38.74,23.2439,1591.61,1399.05,14.62,21.61,553.38,2388.13,9056.05,-0.0007,0.0005
23,59,518.67,1.3,47.47,521.58,2388.15,8132.27,8.4585,0.03,393,2388,100,642.77,38.9,23.3657,1594.06,1406.85,14.62,21.61,553.55,2388.1,9050.79,-0.0042,-0.0002
23,60,518.67,1.3,47.6,521.54,2388.11,8129.47,8.4549,0.03,393,2388,100,642.82,38.92,23.262,1595.87,1405.14,14.62,21.61,553.12,2388.1,9041.01,-0.0024,-0.0003
23,61,518.67,1.3,47.75,521.69,2388.1,8135.94,8.4019,0.03,392,2388,100,642.47,38.75,23.2127,1588.73,1406.06,14.62,21.61,553.73,2388.09,9056.08,0.0032,0.0003
23,62,518.67,1.3,47.57,521.55,2388.11,8136.24,8.419,0.03,393,2388,100,642.21,38.96,23.3379,1595.42,1412.85,14.62,21.61,553.33,2388.04,9050.34,0.0016,-0.0004
23,63,518.67,1.3,47.62,521.43,2388.15,8128.56,8.4424,0.03,393,2388,100,642.57,38.69,23.3903,1584.25,1407.48,14.62,21.61,553.48,2388.13,9054.02,-0.0067,-0.0005
23,64,518.67,1.3,47.65,521.41,2388.12,8130.5,8.413,0.03,392,2388,100,643.14,38.78,23.3209,1592.05,1408.61,14.62,21.61,552.93,2388.14,9053.17,0.0038,0.0001
23,65,518.67,1.3,47.44,521.46,2388.13,8134.18,8.4562,0.03,392,2388,100,642.94,38.75,23.2586,1589.42,1405.35,14.62,21.61,553.39,2388.1,9049.67,0.0027,0.0003
23,66,518.67,1.3,47.63,521.57,2388.07,8134.26,8.4369,0.03,394,2388,100,642.73,39.04,23.2346,1581.98,1411.95,14.62,21.61,552.87,2388.1,9055.96,0.0011,0.0002
23,67,518.67,1.3,47.68,520.99,2388.11,8130.31,8.437999999999999,0.03,392,2388,100,642.77,38.78,23.3285,1596.56,1410.85,14.62,21.61,554.15,2388.11,9054.48,0.0022,0.0003
23,68,518.67,1.3,47.65,521.75,2388.14,8128.05,8.4481,0.03,393,2388,100,642.91,38.93,23.3893,1583.94,1410.18,14.62,21.61,553.12,2388.1,9057.62,0.0029,0.0003
23,69,518.67,1.3,47.53,521.71,2388.11,8125.7,8.4571,0.03,393,2388,100,642.8,38.88,23.3126,1584.43,1410.89,14.62,21.61,553.08,2388.12,9048.64,0.0011,0.0
23,70,518.67,1.3,47.54,521.23,2388.13,8131.39,8.4782,0.03,393,2388,100,642.26,38.78,23.2904,1587.32,1413.8,14.62,21.61,553.43,2388.16,9051.3,-0.0023,0.0
23,71,518.67,1.3,47.58,521.2,2388.16,8131.77,8.4194,0.03,393,2388,100,642.15,38.84,23.2611,1595.21,1414.67,14.62,21.61,553.4,2388.13,9046.34,-0.0038,0.0
23,72,518.67,1.3,47.59,521.12,2388.07,8133.7,8.4425,0.03,393,2388,100,642.98,38.82,23.2164,1592.27,1413.44,14.62,21.61,552.66,2388.15,9052.28,-0.0013,-0.0001
23,73,518.67,1.3,47.59,521.51,2388.12,8129.98,8.4757,0.03,395,2388,100,642.26,38.66,23.3539,1592.66,1403.9,14.62,21.61,552.65,2388.12,9053.86,-0.001,0.0002
23,74,518.67,1.3,47.54,521.27,2388.14,8127.25,8.4426,0.03,392,2388,100,642.31,38.8,23.1674,1586.39,1416.03,14.62,21.61,553.72,2388.11,9053.05,-0.0017,-0.0005
23,75,518.67,1.3,47.49,521.37,2388.14,8127.89,8.4771,0.03,393,2388,100,642.27,38.77,23.2959,1587.7,1410.37,14.62,21.61,553.53,2388.11,9052.91,0.001,-0.0002
23,76,518.67,1.3,47.44,521.12,2388.14,8126.35,8.471,0.03,394,2388,100,642.78,38.79,23.302,1585.81,1403.58,14.62,21.61,552.44,2388.13,9051.22,-0.004,-0.0004
